analisis_gramatical,traduccion_literal,palabra,transliteracion
"{'observaciones': 'La palabra ""αδικιαις"" es el dativo plural femenino de ""αδικια"" (adikia), que significa ""injusticia"".  El sufijo ""-ais"" indica el caso dativo plural femenino.  La raíz se encuentra en ""δικη"" (dike), que se refiere a justicia o derecho.  ""αδικια"" es la forma negativa, indicando la ausencia de justicia o derecho, es decir, la injusticia. El dativo en este contexto usualmente indica el propósito, o la circunstancia en la que ocurre la acción principal de la oración, como ""por medio de injusticias"", ""a causa de injusticias"", o ""debido a injusticias"".', 'caso': 'dativo', 'modo': 'ninguno', 'genero': 'femenino', 'clase_de_palabra': 'sustantivo', 'raiz': 'δικη (dike)', 'voz': 'ninguna', 'numero': 'plural', 'tiempo': 'ninguno'}",injusticias,αδικιαις,adikiais
"{'observaciones': ""El prefijo 'α' le da un significado negativo a la raíz 'δικη', convirtiéndola en 'injusticia'. El caso acusativo indica que 'adikián' es el objeto directo de un verbo en la oración."", 'caso': 'acusativo', 'modo': 'ninguno', 'prefijo': ""α (a, 'privativo')"", 'genero': 'femenino', 'clase_de_palabra': 'sustantivo', 'raiz': ""δικη (dike, 'justicia')"", 'voz': 'ninguna', 'numero': 'singular', 'tiempo': 'ninguno'}",injusticia,αδικιαν,adikián
"{'observaciones': 'La palabra ""αδικιας"" (adikias) es el genitivo singular femenino de la palabra ""αδικια"" (adikia), que significa ""injusticia"".  El genitivo en este contexto generalmente indica una relación posesivia, de pertenencia o de origen. Por ejemplo, podria significar \'de la injusticia\', \'perteneciente a la injusticia\', o \'a causa de la injusticia\', dependiendo del contexto de la oración.', 'caso': 'genitivo', 'modo': 'No aplica', 'genero': 'femenino', 'clase_de_palabra': 'sustantivo', 'raiz': 'dikē', 'voz': 'No aplica', 'numero': 'singular', 'tiempo': 'No aplica'}",injusticia,αδικιας,adikias
"{'observaciones': ""Adjetivo que significa 'injusto'. Es la forma masculina plural nominativo del adjetivo.  Se deriva de la palabra 'dike' (δικη), que significa justicia, y el prefijo 'a-', que indica privación o negación.  Por lo tanto, significa literalmente 'sin justicia' o 'injustos'."", 'caso': 'nominativo', 'modo': 'ninguno', 'genero': 'masculino', 'clase_de_palabra': 'adjetivo', 'raiz': 'δικη (dike, justicia)', 'voz': 'ninguna', 'numero': 'plural', 'tiempo': 'ninguno'}",injustos,αδικοι,adikoi
"Raíz: δικη (dike, 'justicia').  Clase de palabra: adjetivo.  Caso: depende del contexto (puede ser nominativo, genitivo, dativo o acusativo). Género: puede ser masculino, femenino o neutro. Número: puede ser singular o plural.  Tiempo: no aplica (es un adjetivo, no un verbo). Voz: no aplica. Modo: no aplica.  Información adicional: Es un adjetivo que describe algo o alguien que carece de justicia, que es injusto o inicuo.  Se deriva de la raíz 'dike', que en sí misma puede ser sustantivo ('justicia') o adjetivo ('justo').  La partícula 'a-' es una partícula privativa, que niega o invierte el significado de la palabra raíz.","injusto, inicuo",αδικος,adikos
"Raíz: adikέω (adikέō, hacer injusticia, perjudicar)
Clase de palabra: Participio
Caso: Nominativo
Género: Masculino
Número: Plural
Tiempo: Presente
Voz: Pasivo
Modo: Indicativo (implicado, ya que es un participio que funciona adjetivalmente dentro de una oración. El modo del verbo principal de la oración determinaría el modo de este participio)

Información adicional: Es un participio presente pasivo de nominativo masculino plural. Describe a los sujetos de la oración como los que están sufriendo injusticia en ese momento. Su función gramatical dentro de una oración será adjetival o adverbial, modificando el sustantivo u oración a la que se refiera.","siendo tratados injustamente, siendo perjudicados",αδικουμενοι,adikoumenoi
"La palabra ""αδικουμενον"" (adikoumenon) es un participio presente pasivo de la voz media del verbo ""αδικεω"" (adikeo), que significa ""actuar injustamente"", ""cometer injusticia"", ""perjudicar"".

* **Raíz:** αδικεω (adikeo)
* **Clase de palabra:** Participio
* **Caso:** Acusativo
* **Género:** Neutro
* **Número:** Singular
* **Tiempo:** Presente
* **Voz:** Media
* **Modo:** Indicativo (implícito, ya que es un participio)

El significado del participio se aproxima a ""siendo tratado injustamente"", o ""siendo perjudicado"". Dado que es un participio, funciona como un adjetivo verbal que describe a un sustantivo u oración, aportando información adicional sobre el estado o acción del sujeto. La voz media indica que el sujeto experimenta la acción de la injusticia,  es decir, es el que la sufre. El caso acusativo dependerá de la función sintáctica en la oración donde se encuentre. Por ejemplo, podría ser objeto directo de otro verbo o parte de un complemento.","siendo tratado injustamente, siendo perjudicado, sufriendo injusticia",αδικουμενον,adikoumenon
"Raíz: adik- (injusto) 
Clase de palabra: adjetivo
Caso: acusativo
Género: masculino
Número: plural
Declinación: adjetivo de la tercera declinación
El adjetivo ""αδικους"" (adikous) describe a alguien o algo que es injusto o inicuo.  Se encuentra en el acusativo plural masculino, lo que significa que modifica un sustantivo masculino en plural que es el objeto directo de la oración.  La forma de la palabra indica un contexto de acción pasiva o estado.  La ausencia de artículo definido implica una referencia a personas u objetos inespecíficos o conocidos por el contexto.","injusto, inicuo",αδικους,adikous
"Raíz: adikέω (adikέō) - cometer injusticia
Clase de palabra: Verbo
Tiempo: Presente
Modo: Indicativo
Voz: Activa
Número: Plural
Persona: Tercera
Aspecto:  Imperfecto (acción continua o repetitiva en presente)
Diátesis: Activa
Análisis morfológico:  adiko- (tema verbal) + -ousin (terminación de la tercera persona del plural del presente de indicativo activo)","cometen injusticias, hacen mal, actúan injustamente",αδικουσιν,adikousin
"Raíz: δικη (dike, justicia).  Clase de palabra: Verbo.  Voz: activa.  Modo: indicativo (usualmente, aunque puede aparecer en otros modos como subjuntivo u optativo dependiendo del contexto).  Tiempo: presente, aoristo, perfecto, futuro (dependiendo del contexto). Número: singular o plural. Persona: primera, segunda o tercera (dependiendo del contexto).  El verbo αδικω generalmente se traduce como 'hacer injusticia', 'perjudicar' o 'ser injusto con alguien'.  Su significado exacto depende del contexto de la oración.  No tiene género porque es un verbo.","injusto, hacer daño, perjudicar",αδικω,adiko
"Raíz: δικη (dike, justicia).  Clase de palabra: Adjetivo verbal (participio presente activo). Caso: Genitivo. Género: Masculino. Número: Singular. Tiempo: Presente. Voz: Activa. Modo: No aplica (es un participio, no un verbo conjugado).  Información adicional: Se deriva del verbo αδικέω (adikeō, hacer injusticia), y en este caso, el genitivo singular masculino puede funcionar como adjetivo modificando a un sustantivo, indicando 'el que hace injusticia', 'el injusto', o formando parte de una expresión como 'obra de los injustos'","injusto, haciendo injusticia",αδικων,adikon
"Raíz: adik- (injusto)
Clase de palabra: Adverbio
Derivación: Del adjetivo adíkos (ἄδικος), que significa ""injusto""
Análisis morfológico: El sufijo -ōs forma adverbios a partir de adjetivos.  No tiene caso, género o número porque es un adverbio. No tiene tiempo, voz o modo, al no ser una forma verbal.","injustamente, ilegalmente",αδικως,adikōs
"La palabra ""αδμιν"" no aparece en el griego del Nuevo Testamento.  Es posible que haya un error ortográfico o que se trate de una palabra inventada o de una forma inusual. Si pudieras proporcionar más contexto, como la frase completa en la que aparece o la fuente donde la encontraste, podría ayudarte a identificar la palabra correcta y su análisis gramatical.",no hay tal palabra en griego del Nuevo Testamento,αδμιν,adēmin
"Raíz: δοκιμάζω (dokimázō, probar, examinar). Clase de palabra: adjetivo. Caso: nominativo. Género: masculino. Número: plural.  Tiempo: no aplica (es un adjetivo, no un verbo). Voz: no aplica. Modo: no aplica.  Información adicional: Es un adjetivo participio presente pasivo de δοκιμάζω, que significa 'no probado', 'desaprobado' o 'rechazado'.  Describe a un grupo de personas que no han superado una prueba o que han sido rechazadas por su falta de cualidades o capacidades. Se utiliza a menudo para referirse a aquellos que no alcanzan la estatura moral o espiritual esperada.","desaprobados, rechazados, ineptos",αδοκιμοι,adokimoi
"Raíz: δοκιμάζω (dokimazō, probar, examinar). Clase de palabra: adjetivo.  Caso: acusativo. Género: neutro. Número: singular.  Declinación: adjetivo en -ος (-os) de la tercera declinación.  No tiene tiempo, voz o modo porque es un adjetivo, no un verbo.  Información adicional:  El adjetivo ""αδοκιμον"" (adokimon) es un adjetivo verbal que significa 'no probado' o, más comúnmente en el contexto del Nuevo Testamento, 'reprobado', 'desaprobado', o 'rechazado'. Implica una falta de aprobación o validación.  Se deriva de la raíz δοκιμάζω (dokimazō) mediante la adición del prefijo alfa privativo (α-) que le niega el significado,  y la terminación -μον (-mon) que lo marca como neutro singular en acusativo.","desaprobado, rechazado, reprobado",αδοκιμον,adokimon
"Raíz: δοκιμάζω (dokimazō, probar, examinar).  Clase de palabra: adjetivo.  Caso: Nominativo (puede aparecer en otros casos dependiendo del contexto). Género: Masculino (puede variar para concordar con el sustantivo). Número: Singular (puede ser plural: άδοκιμοι - adokimoi). Tiempo: No aplica (es un adjetivo, no un verbo). Voz: No aplica. Modo: No aplica.  Información relevante:  Se trata de un adjetivo que describe algo o alguien que ha fallado en una prueba o examen, que ha sido encontrado deficiente o que no ha sido aprobado.  Su significado se deriva del verbo δοκιμάζω (dokimazō), cuyo significado central es 'probar', 'examinar' o 'poner a prueba'.  El prefijo α- (a-) indica negación, por lo que 'adokimos' significa literalmente 'no probado' en el sentido de 'no aprobado' o 'rechazado'. Se utiliza en contextos donde se evalúa la calidad, el carácter o la conformidad con un estándar.","desaprobado, rechazado, reprobad",αδοκιμος,adokimos
"Raíz: δολεω (doleo, engañar). Clase de palabra: adjetivo.  Caso: Nominativo (aunque puede aparecer en otros casos dependiendo del contexto). Género: neutro. Número: singular (aunque puede ser plural: άδολα).  Tiempo: No aplica (es un adjetivo, no un verbo).  Voz: No aplica. Modo: No aplica.  Otros: Se deriva del verbo δολεω (doleo) a través de la negación 'a' (alfa privativo) que indica la ausencia de la cualidad del verbo. Es un adjetivo que describe una cualidad de pureza, sinceridad o ausencia de engaño.  Su uso en el Nuevo Testamento subraya la autenticidad y la falta de malicia o intención engañosa.","sin engaño, puro, sincero",αδολον,adolon
"{'observaciones': 'Forma plural del genitivo del sustantivo ""odous"" (οδούς), que significa ""diente"".  El genitivo en este caso expresa posesión o relación. Por ejemplo, podría traducirse como ""de los dientes"" o ""los dientes (de alguien/algo)"".', 'caso': 'genitivo', 'modo': 'N/A', 'genero': 'masculino', 'clase_de_palabra': 'sustantivo', 'raiz': 'odous', 'voz': 'N/A', 'numero': 'plural', 'tiempo': 'N/A'}",dientes,αδοντες,adontos
"Raíz: probablemente relacionada con una raíz indoeuropea que significa ""invisible"", ""oscuro"".
Clase de palabra: Sustantivo propio.
Caso: Genitivo.
Género: Masculino.
Número: Singular.
Declinación: Sustantivo de la tercera declinación.
Información adicional: Se refiere al inframundo griego, el reino de los muertos.  En el Nuevo Testamento, se utiliza con frecuencia como sinónimo de la morada de los condenados, aunque con matices teológicos distintos dependiendo del contexto.  El genitivo en este caso indica posesión, origen o relación: ""de Hades"".  Su uso es importante para entender la cosmovisión del mundo en el contexto del Nuevo Testamento, con una clara separación entre el reino de Dios y el reino de los muertos.",de Hades,αδου,hadou
"Raíz: ἀείδω (aeidō, cantar). Clase de palabra: Verbo.  Tiempo: Presente.  Modo: Indicativo.  Voz: Activa.  Persona: Tercera.  Número: Plural.  Género: No aplicable (los verbos no tienen género).  El verbo está en la forma  ἀδουσιν (adousin), que es la tercera persona del plural del presente indicativo activo del verbo ἀείδω. La terminación -ουσιν (-ousin) es característica de esta forma verbal.",ellos cantan,αδουσιν,adousin
"La palabra ""αδραμυττηνω"" (Adramytnwn) es un adjetivo que funciona como un adjetivo gentilicio.  Deriva del nombre propio de la ciudad de Adramitio (Αδραμύττιον, Adramuttion). Específicamente:

* **Raíz:** Adramýttion (Αδραμύττιον)
* **Clase de palabra:** Adjetivo
* **Caso:** Genitivo
* **Género:** Masculino
* **Número:** Plural
* **Declinación:**  Declinación de adjetivos de tercera declinación.  El genitivo plural en -ων (-wn) es característico de esta declinación para adjetivos de la primera y segunda clase.
* **Uso:** Se usa para indicar origen o pertenencia.  Describe algo o alguien que 'pertenece a' o 'proviene de' Adramitio.",de Adramitio,αδραμυττηνω,Adramytnwn
"Raíz: Probablemente derivado de un nombre propio de lugar (Adriático). Clase de palabra: Sustantivo propio. Caso: Nominativo. Género: Femenino. Número: Singular.  Tiempo: No aplica (sustantivo).  Voz: No aplica (sustantivo). Modo: No aplica (sustantivo).  Información adicional: Se refiere al mar Adriático.  En el Nuevo Testamento, aparece como un topónimo, indicando una ubicación geográfica.",Adria,αδρια,adria
"Raíz:  ἀδρός (hadros) -  significando 'fuerte', 'vigoroso', 'abundante'
Clase de palabra: Sustantivo
Caso: Dativo
Género: Femenino
Número: Singular
Declinación:  Sustantivo en -της (-tēs),  de la tercera declinación.  El dativo singular femenino termina en -ητι (-ēti).
Derivación: Es un sustantivo abstracto derivado del adjetivo,  expresando la cualidad de ser 'fuerte' o 'abundante' en un sentido más amplio,  connotando  magnificencia o esplendor.  No es una palabra de uso frecuente en textos clásicos, encontrándose más en contextos bíblicos con un significado más elevado.
Otras observaciones:  En el contexto del Nuevo Testamento,  el término suele transmitir la idea de un esplendor o magnificencia  divina o majestuosa. El dativo en este caso indica la circunstancia o el medio en el cual ocurre la acción descrita en la oración donde se encuentra la palabra.","en magnificencia, esplendor, gloria",αδροτητι,hadrōtēti
